timestamp,open,high,low,close,volume
2022-11-02,172.8900,173.9400,170.2900,170.4300,6878410
2022-11-01,174.0600,174.6300,170.4200,173.0900,6985027
2022-10-31,174.5200,175.1600,173.4200,173.9700,7809972
2022-10-28,173.0000,175.3900,172.5940,174.8700,6073933
2022-10-27,172.3500,173.4300,171.7200,172.3100,5390871
2022-10-26,171.3200,172.5700,170.5200,172.2100,6124314
2022-10-25,170.1700,171.1100,168.5200,170.7100,5661948
2022-10-24,169.8100,172.0800,169.2500,170.9800,6855502
2022-10-21,164.7100,169.3700,164.4300,168.7100,8487565
2022-10-20,165.0000,165.7400,164.3300,165.1100,5659884
2022-10-19,166.0000,166.2500,163.8900,164.6900,10044639
2022-10-18,165.0000,167.1700,163.0500,166.0100,10883584
2022-10-17,165.4000,167.2100,165.0100,166.5900,6710843
2022-10-14,164.4400,165.6800,163.6000,164.4600,5684946
2022-10-13,160.8900,165.9900,160.7481,165.1500,6465108
2022-10-12,162.9400,164.8800,162.4950,162.6900,4341741
2022-10-11,160.3700,164.1100,160.3700,162.7300,6212362
2022-10-10,160.6300,161.2800,159.1800,160.4100,5315589
2022-10-07,161.7700,162.2200,159.1700,160.2000,6363549
2022-10-06,164.7900,165.0000,161.6900,161.9100,5890654
2022-10-05,165.0200,166.0400,164.2100,165.1100,4539577
2022-10-04,163.8500,166.0000,162.9200,165.6200,6236107
2022-10-03,164.2900,164.3800,161.7000,163.2000,8656972
2022-09-30,165.0000,165.7400,163.3200,163.3600,8985190
2022-09-29,166.4800,167.1700,163.8900,164.5300,7008279
2022-09-28,166.2450,167.3800,165.1000,166.3600,8661065
2022-09-27,166.3600,167.6700,164.4000,164.9400,8686684
2022-09-26,165.8000,166.8400,164.3800,165.7000,8735455
2022-09-23,165.7400,167.4800,164.6600,166.7200,9598555
2022-09-22,163.1500,167.1600,162.8300,166.1800,7328764
2022-09-21,165.0200,166.7950,163.2400,163.2800,8071195
2022-09-20,165.2200,165.9000,164.3200,164.9700,7143441
2022-09-19,166.3000,166.4300,164.0800,166.2800,7380906
2022-09-16,165.3200,167.6300,164.7500,167.6000,20201543
2022-09-15,164.4500,166.0700,164.1000,165.0800,7174495
2022-09-14,162.3800,165.3600,162.3800,164.6600,9555693
2022-09-13,163.5700,164.4400,160.8100,161.3300,6726360
2022-09-12,166.1100,166.5700,165.2200,165.6400,6365306
2022-09-09,164.9900,166.2000,164.3884,165.7100,5501863
2022-09-08,163.8800,165.4200,163.0800,165.3900,5838401
2022-09-07,162.9100,164.4200,162.1600,164.0700,4546700
2022-09-06,163.9400,166.2150,162.8200,163.1800,7385201
2022-09-02,165.8600,166.2000,162.0100,162.7400,5803704
2022-09-01,161.4900,165.5000,161.4800,165.3400,7509594
2022-08-31,163.2300,163.5500,161.2700,161.3400,8741708
2022-08-30,163.3000,163.5400,162.0300,162.4300,6973254
2022-08-29,163.4700,163.8400,162.0200,163.0000,5192218
2022-08-26,167.4600,167.5000,164.1950,164.2700,5667136
2022-08-25,165.9500,167.2400,164.7000,167.1300,5678662
2022-08-24,166.5600,166.5900,165.0700,165.5800,5684329
2022-08-23,167.0000,167.7700,165.8000,166.1300,5566296
2022-08-22,168.9000,168.9200,167.1700,167.5900,5462550
2022-08-19,167.1000,170.1200,167.0000,169.3100,8128543
2022-08-18,167.6800,168.3000,165.9300,166.7700,8312105
2022-08-17,166.4100,168.5600,166.4100,167.5800,7406590
2022-08-16,165.8600,168.2539,165.6000,167.5700,7453595
2022-08-15,166.0000,166.7500,165.1250,166.0900,10072044
2022-08-12,167.5400,167.9400,165.1500,165.3000,14606901
2022-08-11,168.5200,169.9500,166.9800,167.1400,9328688
2022-08-10,171.0200,171.2400,169.5300,170.6700,5603444
